weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
15,0.1468429,0.1416571,0.1411857,0.1487714,89.6728571429,17.42,27.1333333333,10.8666666667,35.0,21.0,134.9,3
16,0.2236,0.1788286,0.175,0.2161429,97.3,17.7042857143,26.9,10.8333333333,33.0,21.2,87.3,5
17,0.1953429,0.2856714,0.1611857,0.2023857,96.6642857143,18.5042857143,26.8,8.7,34.4,21.2,41.2,5
18,0.2835857,0.3455143,0.2374429,0.3161286,95.0785714286,18.0185714286,27.15,10.75,34.0,21.0,30.8,4
19,0.1907571,0.2645571,0.2538857,0.2192,95.1,18.09,28.1,10.5,35.0,22.0,44.0,4
20,0.2077429,0.2278571,0.2542,0.2160429,93.2985714286,17.8585714286,28.075,11.425,35.0,22.0,11.2,1
21,0.3312143,0.2172,0.2093857,0.3445143,91.79,17.5857142857,28.35,11.45,34.6,21.4,50.5,0
22,0.2383429,0.1973167,0.1655,0.1901429,97.7428571429,17.83,27.6,10.2666666667,34.4,21.0,19.3,2
23,0.114,0.09244286,0.09747143,0.1262857,95.5071428571,16.7571428571,28.1,11.8,34.0,22.2,,3
24,0.1871286,0.1578,0.1434571,0.1994714,94.13,15.4828571429,24.6666666667,8.63333333333,33.5,20.0,23.9,3
25,0.2916714,0.3070286,0.3562286,0.3891143,93.9714285714,16.3628571429,27.05,10.9,33.5,19.4,21.0,5
26,0.2708,0.2051833,0.2401286,0.2001571,94.5557142857,17.6671428571,27.375,11.125,33.4,21.2,40.6,2
27,0.1868571,0.1769143,0.2230714,0.2189857,94.5385714286,16.8742857143,27.45,10.7,33.4,21.4,14.0,1
28,0.3859143,0.2903833,0.3364286,0.2927857,95.3857142857,16.68,27.6,10.7666666667,33.4,21.6,2.0,2
29,0.21965,0.37805,0.2238714,0.2659,94.6242857143,16.92,26.825,10.425,34.5,21.3,38.9,0
30,0.2078833,0.28085,0.1756,0.2616,88.23,15.51,26.95,10.25,32.2,21.0,20.4,0
31,0.1543571,0.1152714,0.1534571,0.1559,89.9714285714,16.6028571429,27.0,11.5,33.5,20.5,32.0,3
32,0.395,0.3527333,0.4842857,0.4019143,87.8114285714,16.3371428571,27.975,12.1,35.4,20.5,,5
33,0.3308857,0.4083,0.4433571,0.3347714,87.11,17.04,27.7,11.5,33.4,21.0,20.1,5
34,0.2206286,0.1943571,0.2785714,0.2604571,80.64,16.2285714286,28.32,12.86,36.2,21.2,1.0,7
35,0.2453429,0.1859857,0.1813429,0.2820571,88.1771428571,18.1228571429,29.0,13.0,36.2,22.0,27.2,5
36,0.5083571,0.4544286,0.5383143,0.5148286,94.9928571429,17.9885714286,27.6,13.2,34.2,21.0,47.5,2
37,0.1896167,0.192,0.2368143,0.2696857,75.2328571429,15.8657142857,29.1666666667,14.1333333333,37.4,21.4,6.1,2
38,0.26632,0.3133667,0.1956571,0.3070714,78.1185714286,16.2028571429,28.85,12.75,37.2,20.4,0.8,2
39,0.2943143,0.2706714,0.3020714,0.2540143,83.7628571429,17.38,28.8666666667,13.3,37.0,21.0,8.1,0
40,0.2063,0.2552571,0.2799571,0.2066571,91.5757142857,17.9471428571,27.95,12.225,35.2,20.5,33.1,2
41,0.2322714,0.2725,0.2715714,0.2853857,89.31,18.1342857143,27.64,11.66,34.8,21.0,29.4,1
42,0.2974143,0.2821714,0.2559286,0.3197857,79.2228571429,16.8957142857,27.75,10.65,34.2,21.2,11.2,1
43,0.2968,0.3084857,0.3623,0.3616571,90.6571428571,18.6614285714,27.7333333333,12.2,35.3,21.0,137.1,2
44,0.2907571,0.23795,0.3176857,0.2616,93.8085714286,19.2542857143,27.8,11.32,35.2,21.0,11.2,2
45,0.3886714,0.3728167,0.2499,0.3730143,90.3728571429,18.9371428571,29.8666666667,12.7333333333,36.8,21.2,3.5,3
46,0.3688714,0.3799571,0.3800286,0.4679286,84.3114285714,18.6642857143,28.94,11.96,35.3,21.9,88.2,9
47,0.40705,0.3351,0.3665,0.38935,80.7871428571,17.8071428571,28.9,12.3333333333,36.2,22.3,39.1,5
48,0.3361143,0.2877667,0.3254571,0.3576,89.5942857143,19.0014285714,28.4333333333,11.8333333333,36.2,21.8,17.0,5
49,0.3485286,0.2904,0.4106143,0.3704571,91.7085714286,18.6714285714,28.025,10.375,35.3,22.2,49.0,4
50,0.1922,0.1935286,0.2398857,0.2858857,87.7528571429,18.3042857143,28.55,11.0,35.2,21.2,41.9,4
51,0.2176,0.2403,0.1817714,0.2623,92.9585714286,18.6014285714,28.2,11.125,35.6,22.0,54.1,1
52,0.2104222,0.2571375,0.2211333,0.3002556,96.8857142857,18.18,27.2,8.2,32.2,21.8,31.2,0
53,,,,,,,,,,,,0
1,0.1245714,0.1791286,0.1638429,0.1354714,78.2714285714,16.1271428571,28.6,12.3,35.1,21.8,,10
2,0.1452857,0.1423143,0.1353,0.1675286,89.8071428571,17.7585714286,27.8333333333,11.3,34.2,22.1,15.0,9
3,0.2521143,0.2304857,0.1873286,0.3027857,87.6414285714,18.0014285714,28.9666666667,11.2666666667,35.2,22.5,0.8,17
4,0.2632714,0.2306,0.2188714,0.2612857,91.7985714286,18.1928571429,27.8,10.52,35.3,22.4,166.0,16
5,0.1701,0.1421167,0.1179143,0.1393429,90.6485714286,18.5228571429,27.8,9.26666666667,34.2,22.0,62.3,11
6,0.2307571,0.1892571,0.1634857,0.2388714,96.5157142857,19.3457142857,27.0,8.3,33.2,22.9,14.5,12
7,0.2933,0.2478286,0.2066286,0.2666714,88.3657142857,18.8571428571,27.3,11.8,35.5,21.4,60.9,19
8,0.3036571,0.2600571,0.2254857,0.3333143,94.9157142857,19.7728571429,28.02,10.36,35.4,21.4,29.9,15
9,0.1273167,0.18116,0.1204667,0.1427667,97.7,19.7542857143,28.5,9.9,35.4,21.2,9.9,12
10,0.3117286,0.2926857,0.2725857,0.3948,96.25,20.0914285714,28.55,10.05,35.4,21.4,44.5,12
11,0.2946,0.2509714,0.2814714,0.3416429,96.1242857143,20.4614285714,30.0,12.0,36.0,22.0,22.9,16
12,0.2662857,0.3012333,0.296,0.2957429,93.0828571429,19.3685714286,27.4666666667,9.33333333333,34.5,21.0,20.0,9
13,0.1414333,0.2047286,0.2509714,0.1452429,88.7071428571,18.2142857143,27.9333333333,12.3,35.3,21.0,16.0,4
14,0.2428429,0.2727571,0.2022714,0.2601143,95.1828571429,20.0785714286,29.2,12.3,35.4,22.5,,9
15,0.1576857,0.1566143,0.1840143,0.1358857,93.6557142857,18.6771428571,27.15,9.6,33.0,21.2,18.0,6
16,0.2314857,0.2946857,0.3316571,0.2444,95.9957142857,19.4485714286,27.85,9.6,33.5,22.5,51.1,8
17,0.2397429,0.2592714,0.3077857,0.3079429,87.6571428571,18.0685714286,28.85,12.125,36.2,21.4,35.4,4
18,0.2608143,0.2557857,0.2577714,0.3402857,96.7128571429,18.6028571429,27.6,9.6,33.2,21.4,8.1,2
19,0.1686857,0.1585,0.1330714,0.1456,97.4457142857,18.3914285714,27.4,10.4,33.7,21.2,32.0,7
20,0.2630714,0.2725,0.2582714,0.2445,78.9985714286,14.9085714286,25.6333333333,9.2,34.0,20.0,2.5,6
21,0.34275,0.3189,0.2563429,0.2925143,88.7657142857,18.4857142857,28.6333333333,11.9333333333,35.4,22.4,27.0,5
22,0.1601571,0.1603714,0.1360429,0.2256571,91.6,18.07,27.4333333333,10.5,34.7,21.7,36.6,8
23,0.2470571,0.1460571,0.2503571,0.2337143,94.28,17.0085714286,24.4,6.9,32.2,19.2,7.4,1
24,0.3339143,0.2457714,0.2788857,0.3254857,94.66,16.8157142857,25.4333333333,8.73333333333,31.2,21.0,16.0,1
25,0.2981857,0.2329714,0.2742143,0.3157571,89.0828571429,17.3557142857,27.475,9.9,33.7,22.2,20.4,4
